event_id,source_wav,source_sha256,take_id,string,pitch,midi_pitch,dynamic,articulation,status,final_center_s,final_earliest_s,final_latest_s,uncertainty_width_ms,pass1_center_s,pass1_earliest_s,pass1_latest_s,pass2_center_s,pass2_earliest_s,pass2_latest_s,adjudication_item,final_provenance,decision_detail,reason,repetition,reference_class
GAL09_20260914_S3_A_F_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,ccf5323f5c7de0867a8ff2ad8bc1d98942d6b526462dfe78b82259f493685a91,20260914_0038,A,A1,33,f,pizzicato,FINAL,126.98481179138322,126.98381179138322,126.98581179138321,2.0,126.98481179138322,126.98381179138322,126.98581179138321,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_D_F_R01,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,pizzicato,FINAL,3.0000600907029478,2.9990385487528344,3.001081632653061,2.0430839002267573,3.0000816326530613,2.9990816326530614,3.001081632653061,3.0000385487528343,2.9990385487528344,3.0010385487528346,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,1,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S3_D_F_R02,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,PI_DOCUMENTED_PIZZICATO,FINAL,18.83913151927437641723356009,18.83812471655328798185941043,18.84013832199546485260770975,2.01360544217687074829932000,18.83912471655328798185941043,18.83812471655328798185941043,18.84012471655328798185941043,18.83913832199546485260770975,18.83813832199546485260770975,18.84013832199546485260770975,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,2,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_D_F_R03,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,pizzicato,FINAL,32.890408163265306,32.88939455782313,32.89142176870748,2.0272108843537415,32.89039455782313,32.88939455782313,32.891394557823126,32.89042176870748,32.889421768707486,32.89142176870748,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,3,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S3_D_F_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,pizzicato,FINAL,44.48887981859411,44.4878798185941,44.489879818594105,2.0,44.48887981859411,44.4878798185941,44.489879818594105,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_D_F_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,PI_DOCUMENTED_PIZZICATO,FINAL,58.15675510204081632653061224,58.15575510204081632653061224,58.15775510204081632653061224,2.00000000000000000000000000,58.15675510204081632653061224,58.15575510204081632653061224,58.15775510204081632653061224,58.15772335600907029478458050,58.15672335600907029478458050,58.15872335600907029478458050,J08,PI_EXPLICIT_ADJUDICATION,PI_CHOSE_ANNOTATION_A,più precisa rispetto all'altra scelta,5,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_D_F_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,pizzicato,FINAL,70.42487074829933,70.42387074829932,70.42587074829932,2.0,70.42487074829933,70.42387074829932,70.42587074829932,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_D_F_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,pizzicato,FINAL,84.13780045351474,84.13680045351474,84.13880045351473,2.0,84.13780045351474,84.13680045351474,84.13880045351473,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_D_F_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,PI_DOCUMENTED_PIZZICATO,FINAL,97.16105215419501145646258503,97.16005215419501135646258503,97.16205215419501135646258503,2.00000000000000000000000000,97.16029931972789115646258503,97.15929931972789115646258503,97.16429931972789115646258503,97.16105215419501133786848073,97.16005215419501133786848073,97.16205215419501133786848073,J05,PI_EXPLICIT_ADJUDICATION,PI_CHOSE_ANNOTATION_B,più precisa rispetto all'altra scelta,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_D_F_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,pizzicato,FINAL,110.9905283446712,110.9895283446712,110.9915283446712,2.0,110.9905283446712,110.9895283446712,110.9915283446712,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_D_F_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,7fe9058c85aa9e5d53e6632173afea4e30f15a5dbee5faafdfca28b2d3d5eaa4,20260914_0039,D,D2,38,f,pizzicato,FINAL,124.91488888888888,124.91388888888889,124.91588888888889,2.0,124.91488888888888,124.91388888888889,124.91588888888889,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_G_F_R01,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,pizzicato,FINAL,3.622231292517007,3.621231292517007,3.6232312925170067,2.0,3.622231292517007,3.621231292517007,3.6232312925170067,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,1,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_G_F_R02,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,PI_DOCUMENTED_PIZZICATO,FINAL,16.91738888888888888888888889,16.91636281179138321995464853,16.91941496598639455782312925,3.05215419501133786848072000,16.91741496598639455782312925,16.91641496598639455782312925,16.91941496598639455782312925,16.91736281179138321995464853,16.91636281179138321995464853,16.91836281179138321995464853,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,2,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_G_F_R03,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,pizzicato,FINAL,30.12917120181406,30.12770068027211,30.13064172335601,2.941043083900227,30.12964172335601,30.128641723356008,30.13064172335601,30.128700680272107,30.12770068027211,30.12970068027211,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,3,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S3_G_F_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,pizzicato,FINAL,41.13533106575964,41.13433106575964,41.136331065759634,2.0,41.13533106575964,41.13433106575964,41.136331065759634,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_G_F_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,PI_DOCUMENTED_PIZZICATO,FINAL,52.70017006802721088435374150,52.69917006802721088435374150,52.70217006802721088435374150,3.00000000000000000000000000,52.70017006802721088435374150,52.69917006802721088435374150,52.70217006802721088435374150,52.70102040816326530612244898,52.70002040816326530612244898,52.70202040816326530612244898,J03,PI_EXPLICIT_ADJUDICATION,PI_CHOSE_ANNOTATION_B,più precisa rispetto all'altra scelta,5,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_G_F_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,pizzicato,FINAL,64.20776190476191,64.2067619047619,64.2087619047619,2.0,64.20776190476191,64.2067619047619,64.2087619047619,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_G_F_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,pizzicato,FINAL,77.51651700680272,77.51551700680272,77.51751700680272,2.0,77.51651700680272,77.51551700680272,77.51751700680272,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S3_G_F_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,PI_DOCUMENTED_PIZZICATO,FINAL,89.1433832199546485260770975,89.14223809523809523809523810,89.14452834467120181405895692,2.29024943310657596371882000,89.14352834467120181405895692,89.14252834467120181405895692,89.14452834467120181405895692,89.14323809523809523809523810,89.14223809523809523809523810,89.14423809523809523809523810,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S3_G_F_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,pizzicato,FINAL,100.33377437641724,100.33253514739229,100.33501360544217,2.4784580498866213,100.3335351473923,100.33253514739229,100.33453514739229,100.33401360544218,100.33301360544218,100.33501360544217,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S3_G_F_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,856a8ac04628b65828bb573f063ccd4b093cece3c98707b6058abb8fadebb15b,20260914_0040,G,G2,43,f,pizzicato,FINAL,113.52374376417234,113.52274376417233,113.52474376417234,2.0,113.52374376417234,113.52274376417233,113.52474376417234,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_PRIMARY_ONLY_COHORT_AUDITED
